area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,NGSO Satellite,0,0,0,0,0.000000000,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,All Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Unlicensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Unlicensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Licensed Fixed Wireless,0.522356431,0.509853783,0.509853783,0.386310659,0.000000000,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Licensed Fixed Wireless,0.360669633,0.330154694,0.301546938,0.109769019,0,0.000000000
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,5300905,Airway Heights,"Airway Heights, WA",4719,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,5301010,Albion,"Albion, WA",297,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.865319865,0.636363636
Total,Census Place,5301010,Albion,"Albion, WA",297,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.767676768,0.632996633
Total,Census Place,5301010,Albion,"Albion, WA",297,R,All Wired,0.865319865,0.865319865,0.865319865,0.865319865,0.865319865,0.636363636
Total,Census Place,5301010,Albion,"Albion, WA",297,B,All Wired,0.774410774,0.774410774,0.767676768,0.767676768,0.767676768,0.632996633
Total,Census Place,5301010,Albion,"Albion, WA",297,R,Any Terrestrial,0.865319865,0.865319865,0.865319865,0.865319865,0.865319865,0.636363636
Total,Census Place,5301010,Albion,"Albion, WA",297,B,Any Terrestrial,0.808080808,0.787878788,0.781144781,0.767676768,0.767676768,0.632996633
Total,Census Place,5301010,Albion,"Albion, WA",297,R,All Wired and Licensed Fixed Wireless,0.865319865,0.865319865,0.865319865,0.865319865,0.865319865,0.636363636
Total,Census Place,5301010,Albion,"Albion, WA",297,B,All Wired and Licensed Fixed Wireless,0.808080808,0.787878788,0.781144781,0.767676768,0.767676768,0.632996633
Total,Census Place,5301010,Albion,"Albion, WA",297,R,Copper,0.010101010,0.010101010,0,0,0,0.000000000
Total,Census Place,5301010,Albion,"Albion, WA",297,B,Copper,0.010101010,0.010101010,0,0,0.000000000,0
Total,Census Place,5301010,Albion,"Albion, WA",297,R,Cable/Fiber,0.865319865,0.865319865,0.865319865,0.865319865,0.865319865,0.636363636
Total,Census Place,5301010,Albion,"Albion, WA",297,B,Cable/Fiber,0.767676768,0.767676768,0.767676768,0.767676768,0.767676768,0.632996633
